treatment,tree_id,deploy,metabolite,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n,nm
P,SEK,HOK,SEK,1,2,1,4C,30,0.473,0.795626577,0.631412952,590
AB,SEK,HOK,SEK,1,2,1,4D,30,0.885,1.488645921,1.324432296,590
P,SEK,SEK,SEK,1,2,1,4E,30,1.432,2.408746846,2.244533221,590
AB,SEK,SEK,SEK,1,2,1,4F,30,1.047,1.761143818,1.596930193,590
P,HOK,SEK,SEK,1,2,1,4G,30,1.531,2.575273339,2.411059714,590
AB,HOK,SEK,SEK,1,2,1,4H,30,1.386,2.3313709,2.167157275,590
P,HOK,HOK,SEK,1,1,1,5A,30,1.733,2.915054668,2.750841043,590
AB,HOK,HOK,SEK,1,1,1,5B,30,1.411,2.373423045,2.20920942,590
P,SEK,HOK,SEK,1,1,1,5C,30,1.142,1.920941968,1.756728343,590
AB,SEK,HOK,SEK,1,1,1,5D,30,0.655,1.10176619,0.937552565,590
P,SEK,SEK,SEK,1,1,1,5E,30,1.138,1.914213625,1.75,590
AB,SEK,SEK,SEK,1,1,1,5F,30,1.862,3.132043734,2.967830109,590
P,HOK,SEK,SEK,1,1,1,5G,30,1.039,1.747687132,1.583473507,590
AB,HOK,SEK,SEK,1,1,1,5H,30,1.199,2.016820858,1.852607233,590
P,HOK,HOK,HOK,1,5,1,6A,30,0.639,1.074852817,0.910639193,590
AB,HOK,HOK,HOK,1,5,1,6B,30,1.717,2.888141295,2.72392767,590
P,SEK,HOK,HOK,1,5,1,6C,30,0.591,0.9941127,0.829899075,590
AB,SEK,HOK,HOK,1,5,1,6D,30,2.069,3.480235492,3.316021867,590
P,SEK,SEK,HOK,1,5,1,6E,30,1.26,2.119428091,1.955214466,590
AB,SEK,SEK,HOK,1,5,1,6F,30,0.786,1.322119428,1.157905803,590
P,HOK,SEK,HOK,1,5,1,6G,30,0.415,0.698065601,0.533851977,590
AB,HOK,SEK,HOK,1,5,1,6H,30,0.698,1.174095879,1.009882254,590
P,HOK,HOK,HOK,1,4,1,7A,30,1.354,2.277544155,2.11333053,590
AB,HOK,HOK,HOK,1,4,1,7B,30,1.57,2.640874685,2.47666106,590
P,SEK,HOK,HOK,1,4,1,7C,30,0.507,0.852817494,0.688603869,590
AB,SEK,HOK,HOK,1,4,1,7D,30,1.717,2.888141295,2.72392767,590
P,SEK,SEK,HOK,1,4,1,7E,30,0.304,0.511354079,0.347140454,590
AB,SEK,SEK,HOK,1,4,1,7F,30,0.443,0.745164003,0.580950379,590
P,HOK,SEK,HOK,1,4,1,7G,30,1.529,2.571909167,2.407695542,590
AB,HOK,SEK,HOK,1,4,1,7H,30,2.075,3.490328007,3.326114382,590
P,HOK,HOK,HOK,1,3,1,8A,30,0.483,0.812447435,0.64823381,590
AB,HOK,HOK,HOK,1,3,1,8B,30,1.54,2.590412111,2.426198486,590
P,SEK,HOK,HOK,1,3,1,8C,30,1.237,2.080740118,1.916526493,590
AB,SEK,HOK,HOK,1,3,1,8D,30,1.8,3.027754415,2.863540791,590
P,SEK,SEK,HOK,1,3,1,8E,30,1.363,2.292682927,2.128469302,590
AB,SEK,SEK,HOK,1,3,1,8F,30,0.536,0.901597982,0.737384357,590
P,HOK,SEK,HOK,1,3,1,8G,30,0.882,1.483599664,1.319386039,590
AB,HOK,SEK,HOK,1,3,1,8H,30,0.656,1.103448276,0.939234651,590
P,HOK,HOK,HOK,1,2,1,9A,30,0.495,0.832632464,0.668418839,590
AB,HOK,HOK,HOK,1,2,1,9B,30,1.165,1.959629941,1.795416316,590
P,SEK,HOK,HOK,1,2,1,9C,30,1.534,2.580319596,2.416105971,590
AB,SEK,HOK,HOK,1,2,1,9D,30,1.489,2.504625736,2.340412111,590
P,SEK,SEK,HOK,1,2,1,9E,30,1.542,2.593776283,2.429562658,590
AB,SEK,SEK,HOK,1,2,1,9F,30,1.665,2.800672834,2.636459209,590
P,HOK,SEK,HOK,1,2,1,9G,30,1.217,2.047098402,1.882884777,590
AB,HOK,SEK,HOK,1,2,1,9H,30,1.609,2.70647603,2.542262405,590
P,HOK,HOK,HOK,1,1,1,10A,30,1.804,3.034482759,2.870269134,590
AB,HOK,HOK,HOK,1,1,1,10B,30,1.028,1.729184188,1.564970563,590
P,SEK,HOK,HOK,1,1,1,10C,30,1.551,2.608915055,2.44470143,590
AB,SEK,HOK,HOK,1,1,1,10D,30,1.596,2.684608915,2.52039529,590
P,SEK,SEK,HOK,1,1,1,10E,30,0.501,0.842724979,0.678511354,590
AB,SEK,SEK,HOK,1,1,1,10F,30,1.55,2.607232969,2.443019344,590
P,HOK,SEK,HOK,1,1,1,10G,30,0.673,1.132043734,0.967830109,590
AB,HOK,SEK,HOK,1,1,1,10H,30,1.959,3.295206056,3.130992431,590
P,HOK,HOK,SEK,2,5,1,1A,120,0.924,1.886195458,1.677723909,590
AB,HOK,HOK,SEK,2,5,1,1B,120,0.685,1.398315897,1.189844348,590
P,SEK,HOK,SEK,2,5,1,1C,120,1.747,3.566215871,3.357744323,590
AB,SEK,HOK,SEK,2,5,1,1D,120,0.462,0.943097729,0.73462618,590
P,SEK,SEK,SEK,2,5,1,1E,120,0.566,1.155396785,0.946925236,590
AB,SEK,SEK,SEK,2,5,1,1F,120,1.354,2.763970401,2.555498852,590
P,HOK,SEK,SEK,2,5,1,1G,120,1.093,2.231181424,2.022709875,590
AB,HOK,SEK,SEK,2,5,1,1H,120,1.168,2.384281705,2.175810156,590
P,HOK,HOK,SEK,2,4,1,2A,120,0.664,1.355447818,1.146976269,590
AB,HOK,HOK,SEK,2,4,1,2B,120,0.892,1.820872672,1.612401123,590
P,SEK,HOK,SEK,2,4,1,2C,120,0.727,1.484052054,1.275580505,590
AB,SEK,HOK,SEK,2,4,1,2D,120,0.929,1.896402143,1.687930595,590
P,SEK,SEK,SEK,2,4,1,2E,120,0.858,1.751467211,1.542995662,590
AB,SEK,SEK,SEK,2,4,1,2F,120,1.555,3.174279153,2.965807604,590
P,HOK,SEK,SEK,2,4,1,2G,120,0.493,1.006379178,0.79790763,590
AB,HOK,SEK,SEK,2,4,1,2H,120,0.808,1.649400357,1.440928808,590
P,HOK,HOK,SEK,2,3,1,3A,120,0.304,0.620566471,0.412094922,590
AB,HOK,HOK,SEK,2,3,1,3B,120,1.083,2.210768053,2.002296504,590
P,SEK,HOK,SEK,2,3,1,3C,120,0.298,0.608318449,0.3998469,590
AB,SEK,HOK,SEK,2,3,1,3D,120,0.345,0.704261291,0.495789742,590
P,SEK,SEK,SEK,2,3,1,3E,120,0.476,0.971676448,0.763204899,590
AB,SEK,SEK,SEK,2,3,1,3F,120,0.904,1.845368717,1.636897168,590
P,HOK,SEK,SEK,2,3,1,3G,120,1.367,2.790507783,2.582036234,590
AB,HOK,SEK,SEK,2,3,1,3H,120,0.533,1.088032661,0.879561113,590
P,HOK,HOK,SEK,2,2,1,4A,120,0.964,1.967848941,1.759377392,590
AB,HOK,HOK,SEK,2,2,1,4B,120,0.374,0.763460066,0.554988518,590
P,SEK,HOK,SEK,2,2,1,4C,120,1.328,2.710895637,2.502424088,590
AB,SEK,HOK,SEK,2,2,1,4D,120,1.877,3.831589691,3.623118142,590
P,SEK,SEK,SEK,2,2,1,4E,120,0.4,0.81653483,0.608063281,590
AB,SEK,SEK,SEK,2,2,1,4F,120,0.52,1.061495279,0.853023731,590
P,HOK,SEK,SEK,2,2,1,4G,120,0.374,0.763460066,0.554988518,590
AB,HOK,SEK,SEK,2,2,1,4H,120,2.028,4.13983159,3.931360041,590
P,HOK,HOK,SEK,2,1,1,5A,120,0.837,1.708599132,1.500127584,590
AB,HOK,HOK,SEK,2,1,1,5B,120,1.675,3.419239602,3.210768053,590
P,SEK,HOK,SEK,2,1,1,5C,120,0.856,1.747384537,1.538912988,590
AB,SEK,HOK,SEK,2,1,1,5D,120,0.887,1.810665986,1.602194437,590
P,SEK,SEK,SEK,2,1,1,5E,120,0.657,1.341158459,1.13268691,590
AB,SEK,SEK,SEK,2,1,1,5F,120,1.093,2.231181424,2.022709875,590
P,HOK,SEK,SEK,2,1,1,5G,120,1.134,2.314876244,2.106404695,590
AB,HOK,SEK,SEK,2,1,1,5H,120,1.305,2.663944884,2.455473335,590
P,HOK,HOK,HOK,2,5,1,6A,120,1.192,2.433273794,2.224802245,590
AB,HOK,HOK,HOK,2,5,1,6B,120,0.451,0.920643021,0.712171472,590
P,SEK,HOK,HOK,2,5,1,6C,120,1.476,3.013013524,2.804541975,590
AB,SEK,HOK,HOK,2,5,1,6D,120,0.589,1.202347538,0.993875989,590
P,SEK,SEK,HOK,2,5,1,6E,120,1.337,2.72926767,2.520796121,590
AB,SEK,SEK,HOK,2,5,1,6F,120,1.423,2.904822659,2.69635111,590
P,HOK,SEK,HOK,2,5,1,6G,120,1.221,2.49247257,2.284001021,590
AB,HOK,SEK,HOK,2,5,1,6H,120,0.551,1.124776729,0.91630518,590
P,HOK,HOK,HOK,2,4,1,7A,120,0.277,0.56545037,0.356978821,590
AB,HOK,HOK,HOK,2,4,1,7B,120,1.413,2.884409288,2.675937739,590
P,SEK,HOK,HOK,2,4,1,7C,120,0.244,0.498086247,0.289614698,590
AB,SEK,HOK,HOK,2,4,1,7D,120,0.609,1.243174279,1.03470273,590
P,SEK,SEK,HOK,2,4,1,7E,120,0.28,0.571574381,0.363102832,590
AB,SEK,SEK,HOK,2,4,1,7F,120,0.324,0.661393213,0.452921664,590
P,HOK,SEK,HOK,2,4,1,7G,120,0.845,1.724929829,1.51645828,590
AB,HOK,SEK,HOK,2,4,1,7H,120,0.305,0.622607808,0.414136259,590
P,HOK,HOK,HOK,2,3,1,8A,120,0.408,0.832865527,0.624393978,590
AB,HOK,HOK,HOK,2,3,1,8B,120,0.722,1.473845369,1.26537382,590
P,SEK,HOK,HOK,2,3,1,8C,120,0.703,1.435059964,1.226588415,590
AB,SEK,HOK,HOK,2,3,1,8D,120,0.516,1.053329931,0.844858382,590
P,SEK,SEK,HOK,2,3,1,8E,120,0.657,1.341158459,1.13268691,590
AB,SEK,SEK,HOK,2,3,1,8F,120,0.539,1.100280684,0.891809135,590
P,HOK,SEK,HOK,2,3,1,8G,120,0.443,0.904312325,0.695840776,590
AB,HOK,SEK,HOK,2,3,1,8H,120,1.341,2.737433019,2.52896147,590
P,HOK,HOK,HOK,2,2,1,9A,120,1.416,2.890533299,2.68206175,590
AB,HOK,HOK,HOK,2,2,1,9B,120,1.691,3.451900995,3.243429446,590
P,SEK,HOK,HOK,2,2,1,9C,120,1.403,2.863995917,2.655524368,590
AB,SEK,HOK,HOK,2,2,1,9D,120,0.806,1.645317683,1.436846134,590
P,SEK,SEK,HOK,2,2,1,9E,120,1.235,2.521051289,2.31257974,590
AB,SEK,SEK,HOK,2,2,1,9F,120,0.633,1.292166369,1.08369482,590
P,HOK,SEK,HOK,2,2,1,9G,120,0.854,1.743301863,1.534830314,590
AB,HOK,SEK,HOK,2,2,1,9H,120,0.807,1.64735902,1.438887471,590
P,HOK,HOK,HOK,2,1,1,10A,120,0.52,1.061495279,0.853023731,590
AB,HOK,HOK,HOK,2,1,1,10B,120,0.451,0.920643021,0.712171472,590
P,SEK,HOK,HOK,2,1,1,10C,120,1.169,2.386323042,2.177851493,590
AB,SEK,HOK,HOK,2,1,1,10D,120,1.556,3.17632049,2.967848941,590
P,SEK,SEK,HOK,2,1,1,10E,120,0.511,1.043123246,0.834651697,590
AB,SEK,SEK,HOK,2,1,1,10F,120,2.008,4.099004848,3.890533299,590
P,HOK,SEK,HOK,2,1,1,10G,120,1.358,2.772135749,2.5636642,590
AB,HOK,SEK,HOK,2,1,1,10H,120,1.495,3.051798928,2.843327379,590
P,HOK,HOK,SEK,1,5,1,1A,120,0.401,0.818576167,0.610104619,590
AB,HOK,HOK,SEK,1,5,1,1B,120,0.29,0.591987752,0.383516203,590
P,SEK,HOK,SEK,1,5,1,1C,120,0.442,0.902270988,0.693799439,590
AB,SEK,HOK,SEK,1,5,1,1D,120,0.356,0.726715999,0.51824445,590
P,SEK,SEK,SEK,1,5,1,1E,120,0.297,0.606277112,0.397805563,590
AB,SEK,SEK,SEK,1,5,1,1F,120,0.686,1.400357234,1.191885685,590
P,HOK,SEK,SEK,1,5,1,1G,120,0.385,0.785914774,0.577443225,590
AB,HOK,SEK,SEK,1,5,1,1H,120,0.534,1.090073998,0.88160245,590
P,HOK,HOK,SEK,1,4,1,2A,120,0.923,1.884154121,1.675682572,590
AB,HOK,HOK,SEK,1,4,1,2B,120,1.463,2.986476142,2.778004593,590
P,SEK,HOK,SEK,1,4,1,2C,120,1.421,2.900739985,2.692268436,590
AB,SEK,HOK,SEK,1,4,1,2D,120,0.87,1.775963256,1.567491707,590
P,SEK,SEK,SEK,1,4,1,2E,120,0.572,1.167644807,0.959173259,590
AB,SEK,SEK,SEK,1,4,1,2F,120,1.392,2.841541209,2.633069661,590
P,HOK,SEK,SEK,1,4,1,2G,120,1.873,3.823424343,3.614952794,590
AB,HOK,SEK,SEK,1,4,1,2H,120,1.362,2.780301097,2.571829548,590
P,HOK,HOK,SEK,1,3,1,3A,120,0.304,0.620566471,0.412094922,590
AB,HOK,HOK,SEK,1,3,1,3B,120,0.661,1.349323807,1.140852258,590
P,SEK,HOK,SEK,1,3,1,3C,120,1.257,2.565960704,2.357489155,590
AB,SEK,HOK,SEK,1,3,1,3D,120,0.913,1.86374075,1.655269201,590
P,SEK,SEK,SEK,1,3,1,3E,120,1.51,3.082418984,2.873947436,590
AB,SEK,SEK,SEK,1,3,1,3F,120,0.293,0.598111763,0.389640214,590
P,HOK,SEK,SEK,1,3,1,3G,120,0.8,1.633069661,1.424598112,590
AB,HOK,SEK,SEK,1,3,1,3H,120,0.474,0.967593774,0.759122225,590
P,HOK,HOK,SEK,1,2,1,4A,120,0.458,0.934932381,0.726460832,590
AB,HOK,HOK,SEK,1,2,1,4B,120,1.365,2.786425108,2.57795356,590
P,SEK,HOK,SEK,1,2,1,4C,120,0.713,1.455473335,1.247001786,590
AB,SEK,HOK,SEK,1,2,1,4D,120,0.962,1.963766267,1.755294718,590
P,SEK,SEK,SEK,1,2,1,4E,120,1.388,2.833375861,2.624904312,590
AB,SEK,SEK,SEK,1,2,1,4F,120,1.645,3.35799949,3.149527941,590
P,HOK,SEK,SEK,1,2,1,4G,120,1.28,2.612911457,2.404439908,590
AB,HOK,SEK,SEK,1,2,1,4H,120,1.469,2.998724164,2.790252615,590
P,HOK,HOK,SEK,1,1,1,5A,120,1.346,2.747639704,2.539168155,590
AB,HOK,HOK,SEK,1,1,1,5B,120,1.364,2.784383771,2.575912223,590
P,SEK,HOK,SEK,1,1,1,5C,120,1.118,2.282214851,2.073743302,590
AB,SEK,HOK,SEK,1,1,1,5D,120,1.503,3.068129625,2.859658076,590
P,SEK,SEK,SEK,1,1,1,5E,120,0.6,1.224802245,1.016330697,590
AB,SEK,SEK,SEK,1,1,1,5F,120,1.996,4.074508803,3.866037254,590
P,HOK,SEK,SEK,1,1,1,5G,120,1.218,2.486348558,2.277877009,590
AB,HOK,SEK,SEK,1,1,1,5H,120,1.392,2.841541209,2.633069661,590
P,HOK,HOK,HOK,1,5,1,6A,120,0.51,1.041081909,0.83261036,590
AB,HOK,HOK,HOK,1,5,1,6B,120,1.893,3.864251084,3.655779536,590
P,SEK,HOK,HOK,1,5,1,6C,120,0.647,1.320745088,1.112273539,590
AB,SEK,HOK,HOK,1,5,1,6D,120,0.896,1.82903802,1.620566471,590
P,SEK,SEK,HOK,1,5,1,6E,120,1.127,2.300586884,2.092115336,590
AB,SEK,SEK,HOK,1,5,1,6F,120,0.656,1.339117122,1.130645573,590
P,HOK,SEK,HOK,1,5,1,6G,120,0.432,0.881857617,0.673386068,590
AB,HOK,SEK,HOK,1,5,1,6H,120,0.715,1.459556009,1.25108446,590
P,HOK,HOK,HOK,1,4,1,7A,120,0.483,0.985965808,0.777494259,590
AB,HOK,HOK,HOK,1,4,1,7B,120,1.717,3.504975759,3.29650421,590
P,SEK,HOK,HOK,1,4,1,7C,120,0.626,1.277877009,1.069405461,590
AB,SEK,HOK,HOK,1,4,1,7D,120,2.129,4.346006634,4.137535085,590
P,SEK,SEK,HOK,1,4,1,7E,120,0.468,0.955345752,0.746874203,590
AB,SEK,SEK,HOK,1,4,1,7F,120,0.517,1.055371268,0.846899719,590
P,HOK,SEK,HOK,1,4,1,7G,120,1.161,2.369992345,2.161520796,590
AB,HOK,SEK,HOK,1,4,1,7H,120,0.406,0.828782853,0.620311304,590
P,HOK,HOK,HOK,1,3,1,8A,120,0.705,1.439142638,1.23067109,590
AB,HOK,HOK,HOK,1,3,1,8B,120,1.546,3.155907119,2.94743557,590
P,SEK,HOK,HOK,1,3,1,8C,120,1.769,3.611125287,3.402653738,590
AB,SEK,HOK,HOK,1,3,1,8D,120,1.638,3.34371013,3.135238581,590
P,SEK,SEK,HOK,1,3,1,8E,120,1.779,3.631538658,3.423067109,590
AB,SEK,SEK,HOK,1,3,1,8F,120,0.579,1.181934167,0.973462618,590
P,HOK,SEK,HOK,1,3,1,8G,120,0.566,1.155396785,0.946925236,590
AB,HOK,SEK,HOK,1,3,1,8H,120,0.777,1.586118908,1.377647359,590
P,HOK,HOK,HOK,1,2,1,9A,120,0.489,0.99821383,0.789742281,590
AB,HOK,HOK,HOK,1,2,1,9B,120,0.49,1.000255167,0.791783618,590
P,SEK,HOK,HOK,1,2,1,9C,120,1.052,2.147486604,1.939015055,590
AB,SEK,HOK,HOK,1,2,1,9D,120,1.399,2.855830569,2.64735902,590
P,SEK,SEK,HOK,1,2,1,9E,120,0.534,1.090073998,0.88160245,590
AB,SEK,SEK,HOK,1,2,1,9F,120,1.007,2.055626435,1.847154886,590
P,HOK,SEK,HOK,1,2,1,9G,120,1.355,2.766011738,2.557540189,590
AB,HOK,SEK,HOK,1,2,1,9H,120,1.72,3.51109977,3.302628221,590
P,HOK,HOK,HOK,1,1,1,10A,120,0.965,1.969890278,1.761418729,590
AB,HOK,HOK,HOK,1,1,1,10B,120,1.896,3.870375096,3.661903547,590
P,SEK,HOK,HOK,1,1,1,10C,120,1.375,2.806838479,2.59836693,590
AB,SEK,HOK,HOK,1,1,1,10D,120,1.062,2.167899974,1.959428426,590
P,SEK,SEK,HOK,1,1,1,10E,120,0.479,0.977800459,0.76932891,590
AB,SEK,SEK,HOK,1,1,1,10F,120,1.787,3.647869354,3.439397806,590
