treatment,tree_id,deploy,metabolite,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n,nm
AB,HOK,SEK,SEK,1,5,7,1H,30,0.349,0.426715574,0.30169647,590
P,HOK,HOK,SEK,1,4,7,2A,30,0.44,0.53797952,0.412960416,590
AB,HOK,HOK,SEK,1,4,7,2B,30,0.607,0.742167202,0.617148097,590
P,SEK,HOK,SEK,1,4,7,2C,30,0.505,0.617453767,0.492434663,590
AB,SEK,HOK,SEK,1,4,7,2D,30,0.419,0.512303225,0.38728412,590
P,SEK,SEK,SEK,1,4,7,2E,30,1.457,1.78144582,1.656426716,590
AB,SEK,SEK,SEK,1,4,7,2F,30,0.55,0.6724744,0.547455296,590
P,HOK,SEK,SEK,1,4,7,2G,30,0.791,0.967140455,0.842121351,590
AB,HOK,SEK,SEK,1,4,7,2H,30,0.581,0.710377503,0.585358398,590
P,HOK,HOK,SEK,1,3,7,3A,30,0.629,0.769066178,0.644047073,590
AB,HOK,HOK,SEK,1,3,7,3B,30,0.162,0.198074278,0.073055173,590
P,SEK,HOK,SEK,1,3,7,3C,30,0.389,0.475622803,0.350603699,590
AB,SEK,HOK,SEK,1,3,7,3D,30,0.624,0.762952774,0.63793367,590
P,SEK,SEK,SEK,1,3,7,3E,30,0.403,0.492740333,0.367721229,590
AB,SEK,SEK,SEK,1,3,7,3F,30,0.496,0.606449641,0.481430537,590
P,HOK,SEK,SEK,1,3,7,3G,30,0.292,0.357022772,0.232003668,590
AB,HOK,SEK,SEK,1,3,7,3H,30,0.405,0.495185695,0.37016659,590
P,HOK,HOK,SEK,1,2,7,4A,30,1.325,1.620051964,1.49503286,590
AB,HOK,HOK,SEK,1,2,7,4B,30,1.077,1.316827144,1.191808039,590
P,SEK,HOK,SEK,1,2,7,4C,30,0.353,0.431606297,0.306587192,590
AB,SEK,HOK,SEK,1,2,7,4D,30,0.351,0.429160935,0.304141831,590
P,SEK,SEK,SEK,1,2,7,4E,30,0.361,0.441387743,0.316368638,590
AB,SEK,SEK,SEK,1,2,7,4F,30,0.705,0.861989913,0.736970809,590
P,HOK,SEK,SEK,1,2,7,4G,30,0.968,1.183554944,1.05853584,590
AB,HOK,SEK,SEK,1,2,7,4H,30,0.461,0.563655815,0.438636711,590
P,HOK,HOK,SEK,1,1,7,5A,30,0.654,0.799633196,0.674614091,590
AB,HOK,HOK,SEK,1,1,7,5B,30,0.445,0.544092924,0.419073819,590
P,SEK,HOK,SEK,1,1,7,5C,30,1.212,1.481889042,1.356869937,590
AB,SEK,HOK,SEK,1,1,7,5D,30,1.027,1.255693107,1.130674003,590
P,SEK,SEK,SEK,1,1,7,5E,30,0.391,0.478068165,0.35304906,590
AB,SEK,SEK,SEK,1,1,7,5F,30,0.41,0.501299098,0.376279994,590
P,HOK,SEK,SEK,1,1,7,5G,30,0.486,0.594222834,0.469203729,590
AB,HOK,SEK,SEK,1,1,7,5H,30,0.42,0.513525906,0.388506801,590
P,HOK,HOK,HOK,1,5,7,6A,30,0.433,0.529420755,0.404401651,590
AB,HOK,HOK,HOK,1,5,7,6B,30,0.98,1.198227113,1.073208009,590
P,SEK,HOK,HOK,1,5,7,6C,30,1.551,1.896377808,1.771358704,590
AB,SEK,HOK,HOK,1,5,7,6D,30,0.696,0.850985786,0.725966682,590
P,SEK,SEK,HOK,1,5,7,6E,30,1.694,2.071221152,1.946202048,590
AB,SEK,SEK,HOK,1,5,7,6F,30,1.37,1.675072597,1.550053492,590
P,HOK,SEK,HOK,1,5,7,6G,30,0.937,1.145651842,1.020632737,590
AB,HOK,SEK,HOK,1,5,7,6H,30,0.816,0.997707474,0.872688369,590
P,HOK,HOK,HOK,1,4,7,7A,30,0.577,0.70548678,0.580467675,590
AB,HOK,HOK,HOK,1,4,7,7B,30,0.298,0.364358857,0.239339752,590
P,SEK,HOK,HOK,1,4,7,7C,30,0.262,0.320342351,0.195323246,590
AB,SEK,HOK,HOK,1,4,7,7D,30,0.298,0.364358857,0.239339752,590
P,SEK,SEK,HOK,1,4,7,7E,30,0.291,0.355800092,0.230780987,590
AB,SEK,SEK,HOK,1,4,7,7F,30,0.329,0.402261959,0.277242855,590
P,HOK,SEK,HOK,1,4,7,7G,30,0.415,0.507412502,0.382393398,590
AB,HOK,SEK,HOK,1,4,7,7H,30,1.019,1.245911661,1.120892557,590
P,HOK,HOK,HOK,1,3,7,8A,30,0.428,0.523307351,0.398288247,590
AB,HOK,HOK,HOK,1,3,7,8B,30,0.361,0.441387743,0.316368638,590
P,SEK,HOK,HOK,1,3,7,8C,30,0.327,0.399816598,0.274797494,590
AB,SEK,HOK,HOK,1,3,7,8D,30,1.508,1.843802537,1.718783433,590
P,SEK,SEK,HOK,1,3,7,8E,30,1.405,1.717866422,1.592847318,590
AB,SEK,SEK,HOK,1,3,7,8F,30,0.487,0.595445514,0.47042641,590
P,HOK,SEK,HOK,1,3,7,8G,30,0.386,0.471954761,0.346935656,590
AB,HOK,SEK,HOK,1,3,7,8H,30,0.461,0.563655815,0.438636711,590
P,HOK,HOK,HOK,1,2,7,9A,30,0.36,0.440165062,0.315145958,590
AB,HOK,HOK,HOK,1,2,7,9B,30,0.461,0.563655815,0.438636711,590
P,SEK,HOK,HOK,1,2,7,9C,30,0.877,1.072290998,0.947271894,590
AB,SEK,HOK,HOK,1,2,7,9D,30,0.599,0.732385756,0.607366651,590
P,SEK,SEK,HOK,1,2,7,9E,30,0.505,0.617453767,0.492434663,590
AB,SEK,SEK,HOK,1,2,7,9F,30,1.047,1.280146722,1.155127617,590
P,HOK,SEK,HOK,1,2,7,9G,30,1.633,1.996637628,1.871618524,590
AB,HOK,SEK,HOK,1,2,7,9H,30,0.391,0.478068165,0.35304906,590
P,HOK,HOK,HOK,1,1,7,10A,30,0.798,0.975699221,0.850680116,590
AB,HOK,HOK,HOK,1,1,7,10B,30,0.645,0.788629069,0.663609965,590
P,SEK,HOK,HOK,1,1,7,10C,30,1.361,1.66406847,1.539049366,590
AB,SEK,HOK,HOK,1,1,7,10D,30,0.399,0.48784961,0.362830506,590
P,SEK,SEK,HOK,1,1,7,10E,30,0.464,0.567323858,0.442304753,590
AB,SEK,SEK,HOK,1,1,7,10F,30,1.041,1.272810637,1.147791533,590
P,HOK,SEK,HOK,1,1,7,10G,30,0.46,0.562433135,0.43741403,590
AB,HOK,SEK,HOK,1,1,7,10H,30,0.423,0.517193948,0.392174843,590
P,HOK,HOK,SEK,2,5,7,1A,120,0.666,0.817554089,0.711677152,590
AB,HOK,HOK,SEK,2,5,7,1B,120,1.085,1.331901182,1.226024244,590
P,SEK,HOK,SEK,2,5,7,1C,120,1.628,1.998465552,1.892588614,590
AB,SEK,HOK,SEK,2,5,7,1D,120,1.303,1.599508977,1.493632039,590
P,SEK,SEK,SEK,2,5,7,1E,120,0.591,0.725487187,0.61961025,590
AB,SEK,SEK,SEK,2,5,7,1F,120,0.471,0.578180144,0.472303207,590
P,HOK,SEK,SEK,2,5,7,1G,120,1.453,1.78364278,1.677765843,590
AB,HOK,SEK,SEK,2,5,7,1H,120,1.041,1.277888599,1.172011662,590
P,HOK,HOK,SEK,2,4,7,2A,120,0.408,0.500843947,0.394967009,590
AB,HOK,HOK,SEK,2,4,7,2B,120,0.757,0.92926193,0.823384993,590
P,SEK,HOK,SEK,2,4,7,2C,120,0.292,0.358447138,0.252570201,590
AB,SEK,HOK,SEK,2,4,7,2D,120,0.791,0.970998926,0.865121989,590
P,SEK,SEK,SEK,2,4,7,2E,120,0.455,0.558539205,0.452662268,590
AB,SEK,SEK,SEK,2,4,7,2F,120,0.45,0.552401412,0.446524475,590
P,HOK,SEK,SEK,2,4,7,2G,120,0.342,0.419825073,0.313948136,590
AB,HOK,SEK,SEK,2,4,7,2H,120,2.019,2.478441,2.372564063,590
P,HOK,HOK,SEK,2,3,7,3A,120,1.135,1.393279116,1.287402179,590
AB,HOK,HOK,SEK,2,3,7,3B,120,1.387,1.702623907,1.596746969,590
P,SEK,HOK,SEK,2,3,7,3C,120,1.235,1.516034985,1.410158048,590
AB,SEK,HOK,SEK,2,3,7,3D,120,0.332,0.407549486,0.301672549,590
P,SEK,SEK,SEK,2,3,7,3E,120,1.395,1.712444376,1.606567439,590
AB,SEK,SEK,SEK,2,3,7,3F,120,0.319,0.391591223,0.285714286,590
P,HOK,SEK,SEK,2,3,7,3G,120,0.326,0.400184134,0.294307197,590
AB,HOK,SEK,SEK,2,3,7,3H,120,0.35,0.429645542,0.323768605,590
P,HOK,HOK,SEK,2,2,7,4A,120,0.399,0.489795918,0.383918981,590
AB,HOK,HOK,SEK,2,2,7,4B,120,1.166,1.431333436,1.325456498,590
P,SEK,HOK,SEK,2,2,7,4C,120,1.794,2.202240295,2.096363357,590
AB,SEK,HOK,SEK,2,2,7,4D,120,1.775,2.178916679,2.073039742,590
P,SEK,SEK,SEK,2,2,7,4E,120,1.265,1.552861746,1.446984809,590
AB,SEK,SEK,SEK,2,2,7,4F,120,0.464,0.569587233,0.463710296,590
P,HOK,SEK,SEK,2,2,7,4G,120,0.357,0.438238453,0.332361516,590
AB,HOK,SEK,SEK,2,2,7,4H,120,1.075,1.319625595,1.213748657,590
P,HOK,HOK,SEK,2,1,7,5A,120,0.882,1.082706767,0.97682983,590
AB,HOK,HOK,SEK,2,1,7,5B,120,0.464,0.569587233,0.463710296,590
P,SEK,HOK,SEK,2,1,7,5C,120,0.643,0.789320239,0.683443302,590
AB,SEK,HOK,SEK,2,1,7,5D,120,0.821,1.007825687,0.901948749,590
P,SEK,SEK,SEK,2,1,7,5E,120,0.625,0.767224183,0.661347246,590
AB,SEK,SEK,SEK,2,1,7,5F,120,0.485,0.595365966,0.489489029,590
P,HOK,SEK,SEK,2,1,7,5G,120,0.437,0.536443149,0.430566211,590
AB,HOK,SEK,SEK,2,1,7,5H,120,0.619,0.759858831,0.653981894,590
P,HOK,HOK,HOK,2,5,7,6A,120,1.141,1.400644468,1.294767531,590
AB,HOK,HOK,HOK,2,5,7,6B,120,0.459,0.56344944,0.457572503,590
P,SEK,HOK,HOK,2,5,7,6C,120,0.472,0.579407703,0.473530766,590
AB,SEK,HOK,HOK,2,5,7,6D,120,0.858,1.053245358,0.947368421,590
P,SEK,SEK,HOK,2,5,7,6E,120,0.555,0.681295074,0.575418137,590
AB,SEK,SEK,HOK,2,5,7,6F,120,0.924,1.134264232,1.028387295,590
P,HOK,SEK,HOK,2,5,7,6G,120,1.247,1.53076569,1.424888752,590
AB,HOK,SEK,HOK,2,5,7,6H,120,0.544,0.667791929,0.561914992,590
P,HOK,HOK,HOK,2,4,7,7A,120,0.284,0.348626669,0.242749732,590
AB,HOK,HOK,HOK,2,4,7,7B,120,0.235,0.288476293,0.182599356,590
P,SEK,HOK,HOK,2,4,7,7C,120,0.257,0.315482584,0.209605647,590
AB,SEK,HOK,HOK,2,4,7,7D,120,0.517,0.634647844,0.528770907,590
P,SEK,SEK,HOK,2,4,7,7E,120,0.269,0.330213288,0.224336351,590
AB,SEK,SEK,HOK,2,4,7,7F,120,0.365,0.448058923,0.342181986,590
P,HOK,SEK,HOK,2,4,7,7G,120,0.245,0.30075188,0.194874943,590
AB,HOK,SEK,HOK,2,4,7,7H,120,0.548,0.672702164,0.566825226,590
P,HOK,HOK,HOK,2,3,7,8A,120,0.333,0.408777045,0.302900107,590
AB,HOK,HOK,HOK,2,3,7,8B,120,0.689,0.845787939,0.739911002,590
P,SEK,HOK,HOK,2,3,7,8C,120,0.335,0.411232162,0.305355225,590
AB,SEK,HOK,HOK,2,3,7,8D,120,0.757,0.92926193,0.823384993,590
P,SEK,SEK,HOK,2,3,7,8E,120,0.32,0.392818782,0.286941844,590
AB,SEK,SEK,HOK,2,3,7,8F,120,0.622,0.763541507,0.65766457,590
P,HOK,SEK,HOK,2,3,7,8G,120,1.949,2.392511892,2.286634955,590
AB,HOK,SEK,HOK,2,3,7,8H,120,0.439,0.538898266,0.433021329,590
P,HOK,HOK,HOK,2,2,7,9A,120,0.428,0.525395121,0.419518183,590
AB,HOK,HOK,HOK,2,2,7,9B,120,0.405,0.497161271,0.391284333,590
P,SEK,HOK,HOK,2,2,7,9C,120,1.026,1.259475219,1.153598281,590
AB,SEK,HOK,HOK,2,2,7,9D,120,0.385,0.472610097,0.366733159,590
P,SEK,SEK,HOK,2,2,7,9E,120,0.479,0.588000614,0.482123677,590
AB,SEK,SEK,HOK,2,2,7,9F,120,0.443,0.543808501,0.437931564,590
P,HOK,SEK,HOK,2,2,7,9G,120,0.502,0.616234464,0.510357527,590
AB,HOK,SEK,HOK,2,2,7,9H,120,0.747,0.916986343,0.811109406,590
P,HOK,HOK,HOK,2,1,7,10A,120,0.467,0.57326991,0.467392972,590
AB,HOK,HOK,HOK,2,1,7,10B,120,0.977,1.199324843,1.093447905,590
P,SEK,HOK,HOK,2,1,7,10C,120,0.477,0.585545496,0.479668559,590
AB,SEK,HOK,HOK,2,1,7,10D,120,0.629,0.772134418,0.66625748,590
P,SEK,SEK,HOK,2,1,7,10E,120,0.428,0.525395121,0.419518183,590
AB,SEK,SEK,HOK,2,1,7,10F,120,0.585,0.718121835,0.612244898,590
P,HOK,SEK,HOK,2,1,7,10G,120,0.423,0.519257327,0.41338039,590
AB,HOK,SEK,HOK,2,1,7,10H,120,0.431,0.529077797,0.423200859,590
P,HOK,HOK,SEK,1,5,7,1A,120,0.56,0.687432868,0.581555931,590
AB,HOK,HOK,SEK,1,5,7,1B,120,1.294,1.588460948,1.482584011,590
P,SEK,HOK,SEK,1,5,7,1C,120,0.807,0.990639865,0.884762928,590
AB,SEK,HOK,SEK,1,5,7,1D,120,0.399,0.489795918,0.383918981,590
P,SEK,SEK,SEK,1,5,7,1E,120,0.343,0.421052632,0.315175694,590
AB,SEK,SEK,SEK,1,5,7,1F,120,0.355,0.435783336,0.329906399,590
P,HOK,SEK,SEK,1,5,7,1G,120,0.408,0.500843947,0.394967009,590
AB,HOK,SEK,SEK,1,5,7,1H,120,0.362,0.444376247,0.33849931,590
P,HOK,HOK,SEK,1,4,7,2A,120,0.437,0.536443149,0.430566211,590
AB,HOK,HOK,SEK,1,4,7,2B,120,0.893,1.096209913,0.990332975,590
P,SEK,HOK,SEK,1,4,7,2C,120,0.505,0.61991714,0.514040203,590
AB,SEK,HOK,SEK,1,4,7,2D,120,0.413,0.50698174,0.401104803,590
P,SEK,SEK,SEK,1,4,7,2E,120,0.728,0.893662728,0.787785791,590
AB,SEK,SEK,SEK,1,4,7,2F,120,0.631,0.774589535,0.668712598,590
P,HOK,SEK,SEK,1,4,7,2G,120,0.954,1.171090993,1.065214056,590
AB,HOK,SEK,SEK,1,4,7,2H,120,0.621,0.762313948,0.656437011,590
P,HOK,HOK,SEK,1,3,7,3A,120,0.666,0.817554089,0.711677152,590
AB,HOK,HOK,SEK,1,3,7,3B,120,0.166,0.203774743,0.097897806,590
P,SEK,HOK,SEK,1,3,7,3C,120,1.291,1.584778272,1.478901335,590
AB,SEK,HOK,SEK,1,3,7,3D,120,0.393,0.482430566,0.376553629,590
P,SEK,SEK,SEK,1,3,7,3E,120,0.485,0.595365966,0.489489029,590
AB,SEK,SEK,SEK,1,3,7,3F,120,0.458,0.562221881,0.456344944,590
P,HOK,SEK,SEK,1,3,7,3G,120,0.291,0.35721958,0.251342642,590
AB,HOK,SEK,SEK,1,3,7,3H,120,0.356,0.437010895,0.331133957,590
P,HOK,HOK,SEK,1,2,7,4A,120,1.104,1.355224797,1.249347859,590
AB,HOK,HOK,SEK,1,2,7,4B,120,1.214,1.490256253,1.384379316,590
P,SEK,HOK,SEK,1,2,7,4C,120,0.362,0.444376247,0.33849931,590
AB,SEK,HOK,SEK,1,2,7,4D,120,0.356,0.437010895,0.331133957,590
P,SEK,SEK,SEK,1,2,7,4E,120,0.344,0.42228019,0.316403253,590
AB,SEK,SEK,SEK,1,2,7,4F,120,0.553,0.678839957,0.57296302,590
P,HOK,SEK,SEK,1,2,7,4G,120,0.652,0.800368268,0.69449133,590
AB,HOK,SEK,SEK,1,2,7,4H,120,0.502,0.616234464,0.510357527,590
P,HOK,HOK,SEK,1,1,7,5A,120,0.936,1.148994936,1.043117999,590
AB,HOK,HOK,SEK,1,1,7,5B,120,0.412,0.505754181,0.399877244,590
P,SEK,HOK,SEK,1,1,7,5C,120,1.146,1.406782262,1.300905325,590
AB,SEK,HOK,SEK,1,1,7,5D,120,1.575,1.933404941,1.827528004,590
P,SEK,SEK,SEK,1,1,7,5E,120,0.41,0.503299064,0.397422127,590
AB,SEK,SEK,SEK,1,1,7,5F,120,0.48,0.589228173,0.483351235,590
P,HOK,SEK,SEK,1,1,7,5G,120,0.486,0.596593525,0.490716587,590
AB,HOK,SEK,SEK,1,1,7,5H,120,0.422,0.518029768,0.412152831,590
P,HOK,HOK,HOK,1,5,7,6A,120,0.458,0.562221881,0.456344944,590
AB,HOK,HOK,HOK,1,5,7,6B,120,1.109,1.36136259,1.255485653,590
P,SEK,HOK,HOK,1,5,7,6C,120,1.627,1.997237993,1.891361056,590
AB,SEK,HOK,HOK,1,5,7,6D,120,0.894,1.097437471,0.991560534,590
P,SEK,SEK,HOK,1,5,7,6E,120,1.781,2.186282032,2.080405094,590
AB,SEK,SEK,HOK,1,5,7,6F,120,1.489,1.827834893,1.721957956,590
P,HOK,SEK,HOK,1,5,7,6G,120,1.607,1.972686819,1.866809882,590
AB,HOK,SEK,HOK,1,5,7,6H,120,0.861,1.056928034,0.951051097,590
P,HOK,HOK,HOK,1,4,7,7A,120,0.907,1.113395734,1.007518797,590
AB,HOK,HOK,HOK,1,4,7,7B,120,0.289,0.354764462,0.248887525,590
P,SEK,HOK,HOK,1,4,7,7C,120,0.225,0.276200706,0.170323769,590
AB,SEK,HOK,HOK,1,4,7,7D,120,0.252,0.309344791,0.203467853,590
P,SEK,SEK,HOK,1,4,7,7E,120,0.25,0.306889673,0.201012736,590
AB,SEK,SEK,HOK,1,4,7,7F,120,0.33,0.405094369,0.299217431,590
P,HOK,SEK,HOK,1,4,7,7G,120,0.433,0.531532914,0.425655977,590
AB,HOK,SEK,HOK,1,4,7,7H,120,1.521,1.867116772,1.761239834,590
P,HOK,HOK,HOK,1,3,7,8A,120,0.435,0.533988031,0.428111094,590
AB,HOK,HOK,HOK,1,3,7,8B,120,0.459,0.56344944,0.457572503,590
P,SEK,HOK,HOK,1,3,7,8C,120,0.309,0.379315636,0.273438699,590
AB,SEK,HOK,HOK,1,3,7,8D,120,0.937,1.150222495,1.044345558,590
P,SEK,SEK,HOK,1,3,7,8E,120,1.525,1.872027006,1.766150069,590
AB,SEK,SEK,HOK,1,3,7,8F,120,0.544,0.667791929,0.561914992,590
P,HOK,SEK,HOK,1,3,7,8G,120,0.406,0.498388829,0.392511892,590
AB,HOK,SEK,HOK,1,3,7,8H,120,0.472,0.579407703,0.473530766,590
P,HOK,HOK,HOK,1,2,7,9A,120,0.326,0.400184134,0.294307197,590
AB,HOK,HOK,HOK,1,2,7,9B,120,0.491,0.602731318,0.496854381,590
P,SEK,HOK,HOK,1,2,7,9C,120,1.136,1.394506675,1.288629738,590
AB,SEK,HOK,HOK,1,2,7,9D,120,0.316,0.387908547,0.28203161,590
P,SEK,SEK,HOK,1,2,7,9E,120,0.558,0.684977751,0.579100813,590
AB,SEK,SEK,HOK,1,2,7,9F,120,0.997,1.223876017,1.117999079,590
P,HOK,SEK,HOK,1,2,7,9G,120,1.386,1.701396348,1.595519411,590
AB,HOK,SEK,HOK,1,2,7,9H,120,0.491,0.602731318,0.496854381,590
P,HOK,HOK,HOK,1,1,7,10A,120,0.853,1.047107565,0.941230628,590
AB,HOK,HOK,HOK,1,1,7,10B,120,0.703,0.862973761,0.757096824,590
P,SEK,HOK,HOK,1,1,7,10C,120,1.093,1.341721651,1.235844714,590
AB,SEK,HOK,HOK,1,1,7,10D,120,0.419,0.514347092,0.408470155,590
P,SEK,SEK,HOK,1,1,7,10E,120,0.608,0.746355685,0.640478748,590
AB,SEK,SEK,HOK,1,1,7,10F,120,0.686,0.842105263,0.736228326,590
