treatment,tree_id,deploy,metabolite,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n,nm
AB,HOK,SEK,SEK,1,5,11,1H,30,1.691,2.957586358,2.61456056,590
P,HOK,HOK,SEK,1,4,11,2A,30,1.588,2.777437691,2.434411893,590
AB,HOK,HOK,SEK,1,4,11,2B,30,1.876,3.281154351,2.938128553,590
P,SEK,HOK,SEK,1,4,11,2C,30,2.042,3.571491036,3.228465238,590
AB,SEK,HOK,SEK,1,4,11,2D,30,2.123,3.713161347,3.370135549,590
P,SEK,SEK,SEK,1,4,11,2E,30,1.439,2.516834281,2.173808483,590
AB,SEK,SEK,SEK,1,4,11,2F,30,1.848,3.232181898,2.8891561,590
P,HOK,SEK,SEK,1,4,11,2G,30,1.569,2.744206384,2.401180586,590
AB,HOK,SEK,SEK,1,4,11,2H,30,2.021,3.534761697,3.191735899,590
P,HOK,HOK,SEK,1,3,11,3A,30,1.398,2.445124617,2.102098819,590
AB,HOK,HOK,SEK,1,3,11,3B,30,0.449,0.785308264,0.442282466,590
P,SEK,HOK,SEK,1,3,11,3C,30,1.007,1.761259292,1.418233494,590
AB,SEK,HOK,SEK,1,3,11,3D,30,1.484,2.595540009,2.252514211,590
P,SEK,SEK,SEK,1,3,11,3E,30,1.161,2.030607783,1.687581985,590
AB,SEK,SEK,SEK,1,3,11,3F,30,1.868,3.267162221,2.924136423,590
P,HOK,SEK,SEK,1,3,11,3G,30,1.09,1.906427634,1.563401836,590
AB,HOK,SEK,SEK,1,3,11,3H,30,1.944,3.400087451,3.057061653,590
P,HOK,HOK,SEK,1,2,11,4A,30,1.166,2.039352864,1.696327066,590
AB,HOK,HOK,SEK,1,2,11,4B,30,0.454,0.794053345,0.451027547,590
P,SEK,HOK,SEK,1,2,11,4C,30,0.378,0.661128115,0.318102317,590
AB,SEK,HOK,SEK,1,2,11,4D,30,0.372,0.650634018,0.30760822,590
P,SEK,SEK,SEK,1,2,11,4E,30,0.401,0.701355488,0.35832969,590
AB,SEK,SEK,SEK,1,2,11,4F,30,1.884,3.29514648,2.952120682,590
P,HOK,SEK,SEK,1,2,11,4G,30,1.681,2.940096196,2.597070398,590
AB,HOK,SEK,SEK,1,2,11,4H,30,1.118,1.955400087,1.612374289,590
P,HOK,HOK,SEK,1,1,11,5A,30,1.409,2.464363795,2.121337997,590
AB,HOK,HOK,SEK,1,1,11,5B,30,1.173,2.051595977,1.708570179,590
P,SEK,HOK,SEK,1,1,11,5C,30,1.942,3.396589418,3.05356362,590
AB,SEK,HOK,SEK,1,1,11,5D,30,1.851,3.237428946,2.894403148,590
P,SEK,SEK,SEK,1,1,11,5E,30,1.79,3.130738959,2.787713161,590
AB,SEK,SEK,SEK,1,1,11,5F,30,1.217,2.128552689,1.785526891,590
P,HOK,SEK,SEK,1,1,11,5G,30,2.105,3.681679056,3.338653258,590
AB,HOK,SEK,SEK,1,1,11,5H,30,1.36,2.378662003,2.035636205,590
P,HOK,HOK,HOK,1,5,11,6A,30,1.957,3.422824661,3.079798863,590
AB,HOK,HOK,HOK,1,5,11,6B,30,1.837,3.21294272,2.869916922,590
P,SEK,HOK,HOK,1,5,11,6C,30,1.431,2.502842151,2.159816353,590
AB,SEK,HOK,HOK,1,5,11,6D,30,1.859,3.251421076,2.908395278,590
P,SEK,SEK,HOK,1,5,11,6E,30,1.523,2.66375164,2.320725842,590
AB,SEK,SEK,HOK,1,5,11,6F,30,0.655,1.145605597,0.802579799,590
P,HOK,SEK,HOK,1,5,11,6G,30,2.153,3.765631832,3.422606034,590
AB,HOK,SEK,HOK,1,5,11,6H,30,1.911,3.342369917,2.999344119,590
P,HOK,HOK,HOK,1,4,11,7A,30,1.718,3.004809794,2.661783997,590
AB,HOK,HOK,HOK,1,4,11,7B,30,0.338,0.591167468,0.24814167,590
P,SEK,HOK,HOK,1,4,11,7C,30,0.21,0.367293398,0.024267599,590
AB,SEK,HOK,HOK,1,4,11,7D,30,0.691,1.208570179,0.865544381,590
P,SEK,SEK,HOK,1,4,11,7E,30,0.285,0.498469611,0.155443813,590
AB,SEK,SEK,HOK,1,4,11,7F,30,0.782,1.367730652,1.024704854,590
P,HOK,SEK,HOK,1,4,11,7G,30,0.855,1.495408833,1.152383035,590
AB,HOK,SEK,HOK,1,4,11,7H,30,0.849,1.484914735,1.141888937,590
P,HOK,HOK,HOK,1,3,11,8A,30,1.665,2.912111937,2.569086139,590
AB,HOK,HOK,HOK,1,3,11,8B,30,0.925,1.617839965,1.274814167,590
P,SEK,HOK,HOK,1,3,11,8C,30,1.561,2.730214254,2.387188456,590
AB,SEK,HOK,HOK,1,3,11,8D,30,1.206,2.109313511,1.766287713,590
P,SEK,SEK,HOK,1,3,11,8E,30,1.205,2.107564495,1.764538697,590
AB,SEK,SEK,HOK,1,3,11,8F,30,1.94,3.393091386,3.050065588,590
P,HOK,SEK,HOK,1,3,11,8G,30,1.354,2.368167906,2.025142108,590
AB,HOK,SEK,HOK,1,3,11,8H,30,2.034,3.557498907,3.214473109,590
P,HOK,HOK,HOK,1,2,11,9A,30,1.79,3.130738959,2.787713161,590
AB,HOK,HOK,HOK,1,2,11,9B,30,1.735,3.03454307,2.691517272,590
P,SEK,HOK,HOK,1,2,11,9C,30,1.672,2.92435505,2.581329252,590
AB,SEK,HOK,HOK,1,2,11,9D,30,1.203,2.104066463,1.761040665,590
P,SEK,SEK,HOK,1,2,11,9E,30,0.898,1.570616528,1.22759073,590
AB,SEK,SEK,HOK,1,2,11,9F,30,1.979,3.461303017,3.118277219,590
P,HOK,SEK,HOK,1,2,11,9G,30,2.059,3.601224311,3.258198513,590
AB,HOK,SEK,HOK,1,2,11,9H,30,1.241,2.170529077,1.827503279,590
P,HOK,HOK,HOK,1,1,11,10A,30,2.421,4.234368168,3.89134237,590
AB,HOK,HOK,HOK,1,1,11,10B,30,1.94,3.393091386,3.050065588,590
P,SEK,HOK,HOK,1,1,11,10C,30,1.708,2.987319633,2.644293835,590
AB,SEK,HOK,HOK,1,1,11,10D,30,1.861,3.254919108,2.91189331,590
P,SEK,SEK,HOK,1,1,11,10E,30,1.242,2.172278094,1.829252296,590
AB,SEK,SEK,HOK,1,1,11,10F,30,2.088,3.65194578,3.308919983,590
P,HOK,SEK,HOK,1,1,11,10G,30,2.037,3.562745955,3.219720157,590
AB,HOK,SEK,HOK,1,1,11,10H,30,1.089,1.904678618,1.56165282,590
P,HOK,HOK,SEK,2,5,11,1A,120,0.598,1.560848287,1.163458401,590
AB,HOK,HOK,SEK,2,5,11,1B,120,0.866,2.260358891,1.862969005,590
P,SEK,HOK,SEK,2,5,11,1C,120,0.376,0.981402936,0.584013051,590
AB,SEK,HOK,SEK,2,5,11,1D,120,0.28,0.730831974,0.333442088,590
P,SEK,SEK,SEK,2,5,11,1E,120,0.471,1.229363785,0.831973899,590
AB,SEK,SEK,SEK,2,5,11,1F,120,0.303,0.7908646,0.393474715,590
P,HOK,SEK,SEK,2,5,11,1G,120,1.651,4.309298532,3.911908646,590
AB,HOK,SEK,SEK,2,5,11,1H,120,0.351,0.916150082,0.518760196,590
P,HOK,HOK,SEK,2,4,11,2A,120,0.457,1.192822186,0.7954323,590
AB,HOK,HOK,SEK,2,4,11,2B,120,0.349,0.910929853,0.513539967,590
P,SEK,HOK,SEK,2,4,11,2C,120,0.462,1.205872757,0.808482871,590
AB,SEK,HOK,SEK,2,4,11,2D,120,0.266,0.694290375,0.296900489,590
P,SEK,SEK,SEK,2,4,11,2E,120,0.303,0.7908646,0.393474715,590
AB,SEK,SEK,SEK,2,4,11,2F,120,0.23,0.600326264,0.202936379,590
P,HOK,SEK,SEK,2,4,11,2G,120,1.201,3.134747145,2.737357259,590
AB,HOK,SEK,SEK,2,4,11,2H,120,0.375,0.978792822,0.581402936,590
P,HOK,HOK,SEK,2,3,11,3A,120,1.273,3.322675367,2.925285481,590
AB,HOK,HOK,SEK,2,3,11,3B,120,0.558,1.456443719,1.059053834,590
P,SEK,HOK,SEK,2,3,11,3C,120,0.862,2.249918434,1.852528548,590
AB,SEK,HOK,SEK,2,3,11,3D,120,0.32,0.835236542,0.437846656,590
P,SEK,SEK,SEK,2,3,11,3E,120,1.405,3.66721044,3.269820555,590
AB,SEK,SEK,SEK,2,3,11,3F,120,0.634,1.654812398,1.257422512,590
P,HOK,SEK,SEK,2,3,11,3G,120,0.665,1.735725938,1.338336052,590
AB,HOK,SEK,SEK,2,3,11,3H,120,0.318,0.830016313,0.432626427,590
P,HOK,HOK,SEK,2,2,11,4A,120,1.464,3.821207178,3.423817292,590
AB,HOK,HOK,SEK,2,2,11,4B,120,1.47,3.836867863,3.439477977,590
P,SEK,HOK,SEK,2,2,11,4C,120,0.296,0.772593801,0.375203915,590
AB,SEK,HOK,SEK,2,2,11,4D,120,0.264,0.689070147,0.291680261,590
P,SEK,SEK,SEK,2,2,11,4E,120,0.629,1.641761827,1.244371941,590
AB,SEK,SEK,SEK,2,2,11,4F,120,1.273,3.322675367,2.925285481,590
P,HOK,SEK,SEK,2,2,11,4G,120,0.562,1.466884176,1.06949429,590
AB,HOK,SEK,SEK,2,2,11,4H,120,0.401,1.046655791,0.649265905,590
P,HOK,HOK,SEK,2,1,11,5A,120,0.452,1.179771615,0.782381729,590
AB,HOK,HOK,SEK,2,1,11,5B,120,1.233,3.218270799,2.820880914,590
P,SEK,HOK,SEK,2,1,11,5C,120,0.327,0.853507341,0.456117455,590
AB,SEK,HOK,SEK,2,1,11,5D,120,0.323,0.843066884,0.445676998,590
P,SEK,SEK,SEK,2,1,11,5E,120,0.447,1.166721044,0.769331158,590
AB,SEK,SEK,SEK,2,1,11,5F,120,0.573,1.495595432,1.098205546,590
P,HOK,SEK,SEK,2,1,11,5G,120,0.497,1.297226754,0.899836868,590
AB,HOK,SEK,SEK,2,1,11,5H,120,0.3,0.783034258,0.385644372,590
P,HOK,HOK,HOK,2,5,11,6A,120,0.397,1.036215334,0.638825449,590
AB,HOK,HOK,HOK,2,5,11,6B,120,0.309,0.806525286,0.4091354,590
P,SEK,HOK,HOK,2,5,11,6C,120,0.332,0.866557912,0.469168026,590
AB,SEK,HOK,HOK,2,5,11,6D,120,0.324,0.845676998,0.448287113,590
P,SEK,SEK,HOK,2,5,11,6E,120,0.454,1.184991843,0.787601958,590
AB,SEK,SEK,HOK,2,5,11,6F,120,0.47,1.22675367,0.829363785,590
P,HOK,SEK,HOK,2,5,11,6G,120,0.269,0.702120718,0.304730832,590
AB,HOK,SEK,HOK,2,5,11,6H,120,0.413,1.077977162,0.680587276,590
P,HOK,HOK,HOK,2,4,11,7A,120,0.357,0.931810767,0.534420881,590
AB,HOK,HOK,HOK,2,4,11,7B,120,0.382,0.997063622,0.599673736,590
P,SEK,HOK,HOK,2,4,11,7C,120,1.108,2.892006525,2.494616639,590
AB,SEK,HOK,HOK,2,4,11,7D,120,0.518,1.352039152,0.954649266,590
P,SEK,SEK,HOK,2,4,11,7E,120,0.4,1.044045677,0.646655791,590
AB,SEK,SEK,HOK,2,4,11,7F,120,0.988,2.578792822,2.181402936,590
P,HOK,SEK,HOK,2,4,11,7G,120,1.928,5.032300163,4.634910277,590
AB,HOK,SEK,HOK,2,4,11,7H,120,0.658,1.717455139,1.320065253,590
P,HOK,HOK,HOK,2,3,11,8A,120,0.632,1.64959217,1.252202284,590
AB,HOK,HOK,HOK,2,3,11,8B,120,1.597,4.168352365,3.77096248,590
P,SEK,HOK,HOK,2,3,11,8C,120,0.54,1.409461664,1.012071778,590
AB,SEK,HOK,HOK,2,3,11,8D,120,0.51,1.331158238,0.933768352,590
P,SEK,SEK,HOK,2,3,11,8E,120,1.8,4.698205546,4.300815661,590
AB,SEK,SEK,HOK,2,3,11,8F,120,0.521,1.359869494,0.962479609,590
P,HOK,SEK,HOK,2,3,11,8G,120,0.943,2.461337684,2.063947798,590
AB,HOK,SEK,HOK,2,3,11,8H,120,1.2,3.132137031,2.734747145,590
P,HOK,HOK,HOK,2,2,11,9A,120,1.919,5.008809135,4.61141925,590
AB,HOK,HOK,HOK,2,2,11,9B,120,0.36,0.939641109,0.542251224,590
P,SEK,HOK,HOK,2,2,11,9C,120,1.076,2.808482871,2.411092985,590
AB,SEK,HOK,HOK,2,2,11,9D,120,0.266,0.694290375,0.296900489,590
P,SEK,SEK,HOK,2,2,11,9E,120,1.258,3.283523654,2.886133768,590
AB,SEK,SEK,HOK,2,2,11,9F,120,1.812,4.729526917,4.332137031,590
P,HOK,SEK,HOK,2,2,11,9G,120,2.146,5.601305057,5.203915171,590
AB,HOK,SEK,HOK,2,2,11,9H,120,1.219,3.181729201,2.784339315,590
P,HOK,HOK,HOK,2,1,11,10A,120,2.067,5.395106036,4.99771615,590
AB,HOK,HOK,HOK,2,1,11,10B,120,1.329,3.468841762,3.071451876,590
P,SEK,HOK,HOK,2,1,11,10C,120,1.773,4.627732463,4.230342577,590
AB,SEK,HOK,HOK,2,1,11,10D,120,0.883,2.304730832,1.907340946,590
P,SEK,SEK,HOK,2,1,11,10E,120,0.637,1.662642741,1.265252855,590
AB,SEK,SEK,HOK,2,1,11,10F,120,1.913,4.99314845,4.595758564,590
P,HOK,SEK,HOK,2,1,11,10G,120,2.541,6.632300163,6.234910277,590
AB,HOK,SEK,HOK,2,1,11,10H,120,2.208,5.763132137,5.365742251,590
P,HOK,HOK,SEK,1,5,11,1A,120,2.219,5.791843393,5.394453507,590
AB,HOK,HOK,SEK,1,5,11,1B,120,1.878,4.901794454,4.504404568,590
P,SEK,HOK,SEK,1,5,11,1C,120,1.083,2.82675367,2.429363785,590
AB,SEK,HOK,SEK,1,5,11,1D,120,0.901,2.351712887,1.954323002,590
P,SEK,SEK,SEK,1,5,11,1E,120,1.191,3.108646003,2.711256117,590
AB,SEK,SEK,SEK,1,5,11,1F,120,1.099,2.868515498,2.471125612,590
P,HOK,SEK,SEK,1,5,11,1G,120,1.776,4.635562806,4.23817292,590
AB,HOK,SEK,SEK,1,5,11,1H,120,1.329,3.468841762,3.071451876,590
P,HOK,HOK,SEK,1,4,11,2A,120,1.811,4.726916803,4.329526917,590
AB,HOK,HOK,SEK,1,4,11,2B,120,1.365,3.562805873,3.165415987,590
P,SEK,HOK,SEK,1,4,11,2C,120,1.91,4.985318108,4.587928222,590
AB,SEK,HOK,SEK,1,4,11,2D,120,2.113,5.515171289,5.117781403,590
P,SEK,SEK,SEK,1,4,11,2E,120,0.878,2.291680261,1.894290375,590
AB,SEK,SEK,SEK,1,4,11,2F,120,1.382,3.607177814,3.209787928,590
P,HOK,SEK,SEK,1,4,11,2G,120,1.503,3.923001631,3.525611746,590
AB,HOK,SEK,SEK,1,4,11,2H,120,1.467,3.82903752,3.431647635,590
P,HOK,HOK,SEK,1,3,11,3A,120,0.604,1.576508972,1.179119086,590
AB,HOK,HOK,SEK,1,3,11,3B,120,0.407,1.062316476,0.664926591,590
P,SEK,HOK,SEK,1,3,11,3C,120,1.304,3.403588907,3.006199021,590
AB,SEK,HOK,SEK,1,3,11,3D,120,1.29,3.367047308,2.969657423,590
P,SEK,SEK,SEK,1,3,11,3E,120,1.158,3.022512235,2.625122349,590
AB,SEK,SEK,SEK,1,3,11,3F,120,1.954,5.100163132,4.702773246,590
P,HOK,SEK,SEK,1,3,11,3G,120,1.102,2.87634584,2.478955954,590
AB,HOK,SEK,SEK,1,3,11,3H,120,1.8,4.698205546,4.300815661,590
P,HOK,HOK,SEK,1,2,11,4A,120,1.27,3.314845024,2.917455139,590
AB,HOK,HOK,SEK,1,2,11,4B,120,0.456,1.190212072,0.792822186,590
P,SEK,HOK,SEK,1,2,11,4C,120,0.381,0.994453507,0.597063622,590
AB,SEK,HOK,SEK,1,2,11,4D,120,0.407,1.062316476,0.664926591,590
P,SEK,SEK,SEK,1,2,11,4E,120,0.397,1.036215334,0.638825449,590
AB,SEK,SEK,SEK,1,2,11,4F,120,1.88,4.907014682,4.509624796,590
P,HOK,SEK,SEK,1,2,11,4G,120,1.249,3.260032626,2.862642741,590
AB,HOK,SEK,SEK,1,2,11,4H,120,1.272,3.320065253,2.922675367,590
P,HOK,HOK,SEK,1,1,11,5A,120,1.229,3.207830343,2.810440457,590
AB,HOK,HOK,SEK,1,1,11,5B,120,0.893,2.330831974,1.933442088,590
P,SEK,HOK,SEK,1,1,11,5C,120,1.873,4.888743883,4.491353997,590
AB,SEK,HOK,SEK,1,1,11,5D,120,1.792,4.677324633,4.279934747,590
P,SEK,SEK,SEK,1,1,11,5E,120,1.88,4.907014682,4.509624796,590
AB,SEK,SEK,SEK,1,1,11,5F,120,0.99,2.584013051,2.186623165,590
P,HOK,SEK,SEK,1,1,11,5G,120,1.183,3.08776509,2.690375204,590
AB,HOK,SEK,SEK,1,1,11,5H,120,0.325,0.848287113,0.450897227,590
P,HOK,HOK,HOK,1,5,11,6A,120,2.01,5.246329527,4.848939641,590
AB,HOK,HOK,HOK,1,5,11,6B,120,1.77,4.619902121,4.222512235,590
P,SEK,HOK,HOK,1,5,11,6C,120,1.559,4.069168026,3.67177814,590
AB,SEK,HOK,HOK,1,5,11,6D,120,1.689,4.408482871,4.011092985,590
P,SEK,SEK,HOK,1,5,11,6E,120,1.864,4.865252855,4.467862969,590
AB,SEK,SEK,HOK,1,5,11,6F,120,0.689,1.798368679,1.400978793,590
P,HOK,SEK,HOK,1,5,11,6G,120,2.025,5.28548124,4.888091354,590
AB,HOK,SEK,HOK,1,5,11,6H,120,2.058,5.371615008,4.974225122,590
P,HOK,HOK,HOK,1,4,11,7A,120,0.425,1.109298532,0.711908646,590
AB,HOK,HOK,HOK,1,4,11,7B,120,0.375,0.978792822,0.581402936,590
P,SEK,HOK,HOK,1,4,11,7C,120,0.202,0.527243067,0.129853181,590
AB,SEK,HOK,HOK,1,4,11,7D,120,0.33,0.861337684,0.463947798,590
P,SEK,SEK,HOK,1,4,11,7E,120,0.28,0.730831974,0.333442088,590
AB,SEK,SEK,HOK,1,4,11,7F,120,0.6,1.566068515,1.16867863,590
P,HOK,SEK,HOK,1,4,11,7G,120,0.664,1.733115824,1.335725938,590
AB,HOK,SEK,HOK,1,4,11,7H,120,0.556,1.451223491,1.053833605,590
P,HOK,HOK,HOK,1,3,11,8A,120,0.943,2.461337684,2.063947798,590
AB,HOK,HOK,HOK,1,3,11,8B,120,1.172,3.059053834,2.661663948,590
P,SEK,HOK,HOK,1,3,11,8C,120,1.505,3.92822186,3.530831974,590
AB,SEK,HOK,HOK,1,3,11,8D,120,1.134,2.959869494,2.562479608,590
P,SEK,SEK,HOK,1,3,11,8E,120,1.217,3.176508972,2.779119086,590
AB,SEK,SEK,HOK,1,3,11,8F,120,2.105,5.494290375,5.096900489,590
P,HOK,SEK,HOK,1,3,11,8G,120,1.054,2.751060359,2.353670473,590
AB,HOK,SEK,HOK,1,3,11,8H,120,1.818,4.745187602,4.347797716,590
P,HOK,HOK,HOK,1,2,11,9A,120,1.054,2.751060359,2.353670473,590
AB,HOK,HOK,HOK,1,2,11,9B,120,1.115,2.910277325,2.512887439,590
P,SEK,HOK,HOK,1,2,11,9C,120,1.63,4.254486134,3.857096248,590
AB,SEK,HOK,HOK,1,2,11,9D,120,0.887,2.315171289,1.917781403,590
P,SEK,SEK,HOK,1,2,11,9E,120,0.853,2.226427406,1.82903752,590
AB,SEK,SEK,HOK,1,2,11,9F,120,1.754,4.578140294,4.180750408,590
P,HOK,SEK,HOK,1,2,11,9G,120,1.953,5.097553018,4.700163132,590
AB,HOK,SEK,HOK,1,2,11,9H,120,0.702,1.832300163,1.434910277,590
P,HOK,HOK,HOK,1,1,11,10A,120,2.246,5.862316476,5.464926591,590
AB,HOK,HOK,HOK,1,1,11,10B,120,1.871,4.883523654,4.486133768,590
P,SEK,HOK,HOK,1,1,11,10C,120,1.249,3.260032626,2.862642741,590
AB,SEK,HOK,HOK,1,1,11,10D,120,1.69,4.411092985,4.0137031,590
P,SEK,SEK,HOK,1,1,11,10E,120,1.52,3.967373573,3.569983687,590
AB,SEK,SEK,HOK,1,1,11,10F,120,1.807,4.716476346,4.31908646,590
