date,hours,time,temp_c,light_lux
07/06/2023 00:00:00,2:44:32,PM,21.15,10024.96
07/06/2023 00:00:00,3:44:32,PM,19.56,1361.28
07/06/2023 00:00:00,4:44:32,PM,19.65,729.28
07/06/2023 00:00:00,5:44:32,PM,20.03,553.76
07/06/2023 00:00:00,6:44:32,PM,20.33,418.88
07/06/2023 00:00:00,7:44:32,PM,20.33,302.08
07/06/2023 00:00:00,8:44:32,PM,20.07,117.00
07/06/2023 00:00:00,9:44:32,PM,19.77,0.83
07/06/2023 00:00:00,10:44:32,PM,19.26,0.00
07/06/2023 00:00:00,11:44:32,PM,18.74,0.00
07/07/2023 00:00:00,12:44:32,AM,18.36,0.00
07/07/2023 00:00:00,1:44:32,AM,18.06,0.00
07/07/2023 00:00:00,2:44:32,AM,17.76,0.00
07/07/2023 00:00:00,3:44:32,AM,17.50,0.00
07/07/2023 00:00:00,4:44:32,AM,17.29,0.00
07/07/2023 00:00:00,5:44:32,AM,17.16,42.18
07/07/2023 00:00:00,6:44:32,AM,16.94,335.52
07/07/2023 00:00:00,7:44:32,AM,16.94,665.92
07/07/2023 00:00:00,8:44:32,AM,16.90,1033.60
07/07/2023 00:00:00,9:44:32,AM,16.90,1446.40
07/07/2023 00:00:00,10:44:32,AM,16.94,1322.88
07/07/2023 00:00:00,11:44:32,AM,17.20,2712.32
07/07/2023 00:00:00,12:44:32,PM,17.50,3674.88
07/07/2023 00:00:00,1:44:32,PM,18.06,8069.12
07/07/2023 00:00:00,2:44:32,PM,18.66,13701.12
07/07/2023 00:00:00,3:44:32,PM,17.80,889.60
07/07/2023 00:00:00,4:44:32,PM,17.84,609.92
07/07/2023 00:00:00,5:44:32,PM,18.10,425.60
07/07/2023 00:00:00,6:44:32,PM,18.23,331.20
07/07/2023 00:00:00,7:44:32,PM,18.32,379.04
07/07/2023 00:00:00,8:44:32,PM,18.27,74.38
07/07/2023 00:00:00,9:44:32,PM,18.10,0.20
07/07/2023 00:00:00,10:44:32,PM,17.76,0.00
07/07/2023 00:00:00,11:44:32,PM,17.50,0.00
07/08/2023 00:00:00,12:44:32,AM,17.20,0.00
07/08/2023 00:00:00,1:44:32,AM,16.99,0.00
07/08/2023 00:00:00,2:44:32,AM,16.77,0.00
07/08/2023 00:00:00,3:44:32,AM,16.60,0.00
07/08/2023 00:00:00,4:44:32,AM,16.47,0.00
07/08/2023 00:00:00,5:44:32,AM,16.39,70.26
07/08/2023 00:00:00,6:44:32,AM,16.34,280.40
07/08/2023 00:00:00,7:44:32,AM,16.34,740.48
07/08/2023 00:00:00,8:44:32,AM,16.39,1131.52
07/08/2023 00:00:00,9:44:32,AM,16.56,1890.56
07/08/2023 00:00:00,10:44:32,AM,16.73,2730.24
07/08/2023 00:00:00,11:44:32,AM,17.07,3810.56
07/08/2023 00:00:00,12:44:32,PM,18.14,6607.36
07/08/2023 00:00:00,1:44:32,PM,19.69,17172.48
07/08/2023 00:00:00,2:44:32,PM,19.99,11304.96
07/08/2023 00:00:00,3:44:32,PM,18.10,692.80
07/08/2023 00:00:00,4:44:32,PM,18.32,518.88
07/08/2023 00:00:00,5:44:32,PM,18.62,379.84
07/08/2023 00:00:00,6:44:32,PM,18.87,281.84
07/08/2023 00:00:00,7:44:32,PM,18.96,214.88
07/08/2023 00:00:00,8:44:32,PM,18.96,100.28
07/08/2023 00:00:00,9:44:32,PM,18.79,0.41
07/08/2023 00:00:00,10:44:32,PM,18.36,0.00
07/08/2023 00:00:00,11:44:32,PM,17.89,0.00
07/09/2023 00:00:00,12:44:32,AM,17.54,0.00
07/09/2023 00:00:00,1:44:32,AM,17.20,0.00
07/09/2023 00:00:00,2:44:32,AM,16.86,0.00
07/09/2023 00:00:00,3:44:32,AM,16.60,0.00
07/09/2023 00:00:00,4:44:32,AM,16.30,0.00
07/09/2023 00:00:00,5:44:32,AM,16.08,63.92
07/09/2023 00:00:00,6:44:32,AM,16.00,332.00
07/09/2023 00:00:00,7:44:32,AM,16.00,515.84
07/09/2023 00:00:00,8:44:32,AM,16.08,1233.92
07/09/2023 00:00:00,9:44:32,AM,16.30,1233.92
07/09/2023 00:00:00,10:44:32,AM,16.56,1697.28
07/09/2023 00:00:00,11:44:32,AM,17.11,2220.16
07/09/2023 00:00:00,12:44:32,PM,18.27,10711.04
07/09/2023 00:00:00,1:44:32,PM,20.07,17658.88
07/09/2023 00:00:00,2:44:32,PM,20.25,13588.48
07/09/2023 00:00:00,3:44:32,PM,18.32,528.80
07/09/2023 00:00:00,4:44:32,PM,18.62,424.16
07/09/2023 00:00:00,5:44:32,PM,18.87,305.36
07/09/2023 00:00:00,6:44:32,PM,19.17,254.24
07/09/2023 00:00:00,7:44:32,PM,19.30,201.60
07/09/2023 00:00:00,8:44:32,PM,19.17,99.44
07/09/2023 00:00:00,9:44:32,PM,18.92,0.41
07/09/2023 00:00:00,10:44:32,PM,18.53,0.00
07/09/2023 00:00:00,11:44:32,PM,18.02,0.00
07/10/2023 00:00:00,12:44:32,AM,17.59,0.00
07/10/2023 00:00:00,1:44:32,AM,17.29,0.00
07/10/2023 00:00:00,2:44:32,AM,16.99,0.00
07/10/2023 00:00:00,3:44:32,AM,16.77,0.00
07/10/2023 00:00:00,4:44:32,AM,16.56,0.00
07/10/2023 00:00:00,5:44:32,AM,16.43,40.10
07/10/2023 00:00:00,6:44:32,AM,16.34,311.44
07/10/2023 00:00:00,7:44:32,AM,16.39,777.92
07/10/2023 00:00:00,8:44:32,AM,16.47,1160.64
07/10/2023 00:00:00,9:44:32,AM,16.56,1237.44
07/10/2023 00:00:00,10:44:32,AM,16.56,1455.36
07/10/2023 00:00:00,11:44:32,AM,16.69,1942.40
07/10/2023 00:00:00,12:44:32,PM,16.90,2321.28
07/10/2023 00:00:00,1:44:32,PM,17.41,5888.00
07/10/2023 00:00:00,2:44:32,PM,18.06,4200.96
07/10/2023 00:00:00,3:44:32,PM,17.50,1220.80
07/10/2023 00:00:00,4:44:32,PM,17.54,635.68
07/10/2023 00:00:00,5:44:32,PM,17.67,413.12
07/10/2023 00:00:00,6:44:32,PM,17.80,361.28
07/10/2023 00:00:00,7:44:32,PM,17.89,229.04
07/10/2023 00:00:00,8:44:32,PM,17.84,102.04
07/10/2023 00:00:00,9:44:32,PM,17.67,0.41
07/10/2023 00:00:00,10:44:32,PM,17.41,0.00
07/10/2023 00:00:00,11:44:32,PM,17.16,0.00
07/11/2023 00:00:00,12:44:32,AM,16.90,0.00
07/11/2023 00:00:00,1:44:32,AM,16.69,0.00
07/11/2023 00:00:00,2:44:32,AM,16.47,0.00
07/11/2023 00:00:00,3:44:32,AM,16.30,0.00
07/11/2023 00:00:00,4:44:32,AM,16.17,0.00
07/11/2023 00:00:00,5:44:32,AM,16.04,44.68
07/11/2023 00:00:00,6:44:32,AM,15.96,352.32
07/11/2023 00:00:00,7:44:32,AM,15.96,785.60
07/11/2023 00:00:00,8:44:32,AM,16.00,1043.52
