date,hours,time,temp_c,light_lux
07/05/2023 00:00:00,6:45:16,AM,14.54,22.16
07/05/2023 00:00:00,7:45:16,AM,14.50,60.38
07/05/2023 00:00:00,8:45:16,AM,14.67,136.00
07/05/2023 00:00:00,9:45:16,AM,14.97,204.16
07/05/2023 00:00:00,10:45:16,AM,15.48,769.28
07/05/2023 00:00:00,11:45:16,AM,16.77,3673.60
07/05/2023 00:00:00,12:45:16,PM,17.29,2853.12
07/05/2023 00:00:00,1:45:16,PM,17.67,1228.16
07/05/2023 00:00:00,2:45:16,PM,18.40,273.84
07/05/2023 00:00:00,3:45:16,PM,18.79,151.96
07/05/2023 00:00:00,4:45:16,PM,18.74,114.28
07/05/2023 00:00:00,5:45:16,PM,18.66,85.72
07/05/2023 00:00:00,6:45:16,PM,18.14,56.62
07/05/2023 00:00:00,7:45:16,PM,17.37,28.42
07/05/2023 00:00:00,8:45:16,PM,16.94,11.26
07/05/2023 00:00:00,9:45:16,PM,16.60,0.00
07/05/2023 00:00:00,10:45:16,PM,16.30,0.00
07/05/2023 00:00:00,11:45:16,PM,16.08,0.00
07/06/2023 00:00:00,12:45:16,AM,15.87,0.00
07/06/2023 00:00:00,1:45:16,AM,16.08,0.00
07/06/2023 00:00:00,2:45:16,AM,17.03,0.20
07/06/2023 00:00:00,3:45:16,AM,17.16,0.00
07/06/2023 00:00:00,4:45:16,AM,16.08,0.00
07/06/2023 00:00:00,5:45:16,AM,15.40,6.46
07/06/2023 00:00:00,6:45:16,AM,15.01,22.16
07/06/2023 00:00:00,7:45:16,AM,14.84,52.04
07/06/2023 00:00:00,8:45:16,AM,15.01,183.12
07/06/2023 00:00:00,9:45:16,AM,15.18,227.52
07/06/2023 00:00:00,10:45:16,AM,15.66,430.88
07/06/2023 00:00:00,11:45:16,AM,16.73,3744.00
07/06/2023 00:00:00,12:45:16,PM,17.16,2352.64
07/06/2023 00:00:00,1:45:16,PM,17.46,874.24
07/06/2023 00:00:00,2:45:16,PM,17.93,310.80
07/06/2023 00:00:00,3:45:16,PM,18.53,146.92
07/06/2023 00:00:00,4:45:16,PM,18.49,98.24
07/06/2023 00:00:00,5:45:16,PM,18.14,73.84
07/06/2023 00:00:00,6:45:16,PM,18.02,53.70
07/06/2023 00:00:00,7:45:16,PM,16.94,27.58
07/06/2023 00:00:00,8:45:16,PM,16.64,10.22
07/06/2023 00:00:00,9:45:16,PM,16.43,0.00
07/06/2023 00:00:00,10:45:16,PM,16.17,0.00
07/06/2023 00:00:00,11:45:16,PM,15.91,0.00
07/07/2023 00:00:00,12:45:16,AM,15.70,0.00
07/07/2023 00:00:00,1:45:16,AM,15.57,0.00
07/07/2023 00:00:00,2:45:16,AM,15.66,0.00
07/07/2023 00:00:00,3:45:16,AM,15.83,0.00
07/07/2023 00:00:00,4:45:16,AM,15.78,0.00
07/07/2023 00:00:00,5:45:16,AM,15.23,1.87
07/07/2023 00:00:00,6:45:16,AM,15.06,19.24
07/07/2023 00:00:00,7:45:16,AM,15.01,37.70
07/07/2023 00:00:00,8:45:16,AM,14.93,64.92
07/07/2023 00:00:00,9:45:16,AM,14.93,128.28
07/07/2023 00:00:00,10:45:16,AM,15.06,126.60
07/07/2023 00:00:00,11:45:16,AM,15.31,200.64
07/07/2023 00:00:00,12:45:16,PM,15.91,1164.80
07/07/2023 00:00:00,1:45:16,PM,16.13,326.40
07/07/2023 00:00:00,2:45:16,PM,16.73,318.08
07/07/2023 00:00:00,3:45:16,PM,17.24,130.96
07/07/2023 00:00:00,4:45:16,PM,17.37,86.56
07/07/2023 00:00:00,5:45:16,PM,17.50,56.98
07/07/2023 00:00:00,6:45:16,PM,17.03,44.36
07/07/2023 00:00:00,7:45:16,PM,16.43,33.47
07/07/2023 00:00:00,8:45:16,PM,16.08,6.67
07/07/2023 00:00:00,9:45:16,PM,15.96,0.00
07/07/2023 00:00:00,10:45:16,PM,15.78,0.00
07/07/2023 00:00:00,11:45:16,PM,15.66,0.00
07/08/2023 00:00:00,12:45:16,AM,15.53,0.00
07/08/2023 00:00:00,1:45:16,AM,15.40,0.00
07/08/2023 00:00:00,2:45:16,AM,15.31,0.00
07/08/2023 00:00:00,3:45:16,AM,15.27,0.00
07/08/2023 00:00:00,4:45:16,AM,14.97,0.00
07/08/2023 00:00:00,5:45:16,AM,15.06,5.21
07/08/2023 00:00:00,6:45:16,AM,15.06,15.87
07/08/2023 00:00:00,7:45:16,AM,14.97,51.98
07/08/2023 00:00:00,8:45:16,AM,14.97,79.68
07/08/2023 00:00:00,9:45:16,AM,15.10,163.64
07/08/2023 00:00:00,10:45:16,AM,15.27,150.16
07/08/2023 00:00:00,11:45:16,AM,15.87,767.04
07/08/2023 00:00:00,12:45:16,PM,16.51,1243.84
07/08/2023 00:00:00,1:45:16,PM,17.37,1450.88
07/08/2023 00:00:00,2:45:16,PM,17.93,178.96
07/08/2023 00:00:00,3:45:16,PM,18.36,115.12
07/08/2023 00:00:00,4:45:16,PM,18.57,93.32
07/08/2023 00:00:00,5:45:16,PM,18.19,59.96
07/08/2023 00:00:00,6:45:16,PM,18.02,36.81
07/08/2023 00:00:00,7:45:16,PM,16.90,18.59
07/08/2023 00:00:00,8:45:16,PM,16.21,8.55
07/08/2023 00:00:00,9:45:16,PM,15.91,0.00
07/08/2023 00:00:00,10:45:16,PM,15.66,0.00
07/08/2023 00:00:00,11:45:16,PM,15.36,0.00
07/09/2023 00:00:00,12:45:16,AM,15.06,0.00
07/09/2023 00:00:00,1:45:16,AM,14.75,0.00
07/09/2023 00:00:00,2:45:16,AM,14.54,0.00
07/09/2023 00:00:00,3:45:16,AM,14.45,0.00
07/09/2023 00:00:00,4:45:16,AM,14.20,0.20
07/09/2023 00:00:00,5:45:16,AM,13.98,5.42
07/09/2023 00:00:00,6:45:16,AM,13.81,22.16
07/09/2023 00:00:00,7:45:16,AM,13.90,42.38
07/09/2023 00:00:00,8:45:16,AM,14.28,141.92
07/09/2023 00:00:00,9:45:16,AM,14.58,168.96
07/09/2023 00:00:00,10:45:16,AM,15.10,346.88
07/09/2023 00:00:00,11:45:16,AM,15.87,2771.20
07/09/2023 00:00:00,12:45:16,PM,16.86,2508.16
07/09/2023 00:00:00,1:45:16,PM,17.07,1165.44
07/09/2023 00:00:00,2:45:16,PM,18.02,194.16
07/09/2023 00:00:00,3:45:16,PM,18.49,110.12
07/09/2023 00:00:00,4:45:16,PM,18.44,82.36
07/09/2023 00:00:00,5:45:16,PM,18.14,62.10
07/09/2023 00:00:00,6:45:16,PM,18.06,34.73
07/09/2023 00:00:00,7:45:16,PM,17.50,19.00
07/09/2023 00:00:00,8:45:16,PM,16.39,7.71
07/09/2023 00:00:00,9:45:16,PM,15.78,0.00
07/09/2023 00:00:00,10:45:16,PM,15.44,0.00
07/09/2023 00:00:00,11:45:16,PM,15.14,0.00
07/10/2023 00:00:00,12:45:16,AM,14.80,0.00
07/10/2023 00:00:00,1:45:16,AM,14.75,0.00
07/10/2023 00:00:00,2:45:16,AM,14.63,0.00
07/10/2023 00:00:00,3:45:16,AM,14.54,0.00
07/10/2023 00:00:00,4:45:16,AM,14.50,0.00
07/10/2023 00:00:00,5:45:16,AM,14.50,1.66
07/10/2023 00:00:00,6:45:16,AM,14.41,13.79
07/10/2023 00:00:00,7:45:16,AM,14.45,34.78
07/10/2023 00:00:00,8:45:16,AM,14.54,43.58
07/10/2023 00:00:00,9:45:16,AM,14.67,64.92
07/10/2023 00:00:00,10:45:16,AM,14.71,72.16
07/10/2023 00:00:00,11:45:16,AM,14.80,85.60
07/10/2023 00:00:00,12:45:16,PM,14.97,106.48
07/10/2023 00:00:00,1:45:16,PM,15.18,115.76
07/10/2023 00:00:00,2:45:16,PM,15.61,203.12
07/10/2023 00:00:00,3:45:16,PM,16.43,136.80
07/10/2023 00:00:00,4:45:16,PM,16.64,55.42
07/10/2023 00:00:00,5:45:16,PM,16.56,41.98
07/10/2023 00:00:00,6:45:16,PM,16.26,22.58
07/10/2023 00:00:00,7:45:16,PM,16.34,10.84
07/10/2023 00:00:00,8:45:16,PM,15.83,4.38
07/10/2023 00:00:00,9:45:16,PM,15.14,0.00
